FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT8601,DUB,LHR,2025-05-08,09:30,3,79,8,87
HT6578,PRG,MXP,2025-05-08,10:35,3,152,6,158
HT0928,TFN,LPA,2025-05-08,12:00,3,29,32,61
HT3245,MXP,PRG,2025-05-08,12:00,3,211,34,245
HT1234,LHR,DUB,2025-05-08,12:10,3,83,58,141
HT0922,LPA,TFN,2025-05-08,12:40,3,33,30,63
HT8069,MDA,CDG,2025-05-08,14:00,3,226,15,241
HT8601,DUB,LHR,2025-05-08,14:30,3,85,71,156
HT4125,CDG,MAD,2025-05-08,16:05,3,236,29,265
HT1234,LHR,DUB,2025-05-08,17:10,3,141,23,164
HT6578,PRG,MXP,2025-05-08,17:45,3,148,45,193
HT8069,MDA,CDG,2025-05-08,18:10,3,185,44,229
HT1839,RIX,PMI,2025-05-08,18:45,3,196,34,230
HT4447,FNC,OPO,2025-05-08,19:00,3,139,5,144
HT8601,DUB,LHR,2025-05-08,19:30,3,87,33,120
HT0928,TFN,LPA,2025-05-08,19:55,3,25,32,57
HT3245,MXP,PRG,2025-05-08,19:55,3,239,23,262
HT4125,CDG,MAD,2025-05-08,20:15,3,246,26,272
HT0922,LPA,TFN,2025-05-08,20:35,3,37,32,69
HT4505,BUD,KEF,2025-05-09,04:00,4,146,29,175
HT4858,LPL,LCA,2025-05-09,04:30,4,203,11,214
HT0928,TFN,LPA,2025-05-09,05:20,4,37,22,59
HT0922,LPA,TFN,2025-05-09,06:00,4,30,39,69
HT1650,FCO,CAG,2025-05-09,06:15,4,119,14,133
HT1234,LHR,DUB,2025-05-09,07:10,4,163,16,179
HT7614,CAG,FCO,2025-05-09,07:30,4,70,47,117
HT2087,MLA,FCO,2025-05-09,08:20,4,93,1,94
HT8601,DUB,LHR,2025-05-09,09:30,4,97,74,171
HT1517,FCO,MLA,2025-05-09,11:00,4,79,14,93
HT0928,TFN,LPA,2025-05-09,12:00,4,28,23,51
HT1234,LHR,DUB,2025-05-09,12:10,4,83,71,154
HT1650,FCO,CAG,2025-05-09,12:30,4,69,52,121
HT3677,TFN,BCN,2025-05-09,12:30,4,107,1,108
HT0922,LPA,TFN,2025-05-09,12:40,4,28,28,56
HT7614,CAG,FCO,2025-05-09,13:45,4,66,53,119
HT8069,MDA,CDG,2025-05-09,14:00,4,201,5,206
HT8601,DUB,LHR,2025-05-09,14:30,4,67,94,161
HT5089,LCA,LPL,2025-05-09,15:05,4,316,44,360
HT2087,MLA,FCO,2025-05-09,15:35,4,81,36,117
HT4125,CDG,MAD,2025-05-09,16:05,4,121,23,144
HT1650,FCO,CAG,2025-05-09,16:45,4,115,6,121
HT1234,LHR,DUB,2025-05-09,17:10,4,75,84,159
HT5996,KEF,BUD,2025-05-09,17:50,4,165,10,175
HT1517,FCO,MLA,2025-05-09,17:55,4,79,12,91
HT7614,CAG,FCO,2025-05-09,18:00,4,71,1,72
HT8069,MDA,CDG,2025-05-09,18:10,4,155,59,214
HT1028,LHR,TLS,2025-05-09,18:10,4,116,42,158
HT3704,TLS,LHR,2025-05-09,19:25,4,174,3,177
HT8601,DUB,LHR,2025-05-09,19:30,4,94,36,130
HT0928,TFN,LPA,2025-05-09,19:55,4,29,39,68
HT4125,CDG,MAD,2025-05-09,20:15,4,267,4,271
HT0922,LPA,TFN,2025-05-09,20:35,4,34,34,68
HT1028,LHR,TLS,2025-05-09,21:25,4,118,26,144
HT1385,BCN,TFN,2025-05-09,23:15,4,108,13,121
HT3704,TLS,LHR,2025-05-09,23:30,4,153,18,171
HT0928,TFN,LPA,2025-05-10,05:20,5,28,12,40
HT0922,LPA,TFN,2025-05-10,06:00,5,50,16,66
HT1650,FCO,CAG,2025-05-10,06:15,5,112,5,117
HT1234,LHR,DUB,2025-05-10,07:10,5,146,29,175
HT7614,CAG,FCO,2025-05-10,07:30,5,91,13,104
HT7132,MXP,SSH,2025-05-10,07:30,5,363,87,450
HT2087,MLA,FCO,2025-05-10,08:20,5,124,6,130
HT8601,DUB,LHR,2025-05-10,09:30,5,95,25,120
HT1517,FCO,MLA,2025-05-10,11:00,5,72,18,90
HT0928,TFN,LPA,2025-05-10,12:00,5,34,33,67
HT1234,LHR,DUB,2025-05-10,12:10,5,84,89,173
HT1650,FCO,CAG,2025-05-10,12:30,5,65,45,110
HT3677,TFN,BCN,2025-05-10,12:30,5,70,14,84
HT0922,LPA,TFN,2025-05-10,12:40,5,38,22,60
HT4540,DUS,RHO,2025-05-10,12:55,5,117,8,125
HT7614,CAG,FCO,2025-05-10,13:45,5,56,64,120
HT8601,DUB,LHR,2025-05-10,14:30,5,87,83,170
HT2087,MLA,FCO,2025-05-10,15:35,5,103,17,120
HT1650,FCO,CAG,2025-05-10,16:45,5,98,29,127
HT1234,LHR,DUB,2025-05-10,17:10,5,170,1,171
HT1517,FCO,MLA,2025-05-10,17:55,5,81,13,94
HT7614,CAG,FCO,2025-05-10,18:00,5,65,3,68
HT1028,LHR,TLS,2025-05-10,18:10,5,160,43,203
HT3704,TLS,LHR,2025-05-10,19:25,5,88,104,192
HT8601,DUB,LHR,2025-05-10,19:30,5,103,24,127
HT0928,TFN,LPA,2025-05-10,19:55,5,29,21,50
HT9943,SSH,MXP,2025-05-10,20:20,5,399,51,450
HT0922,LPA,TFN,2025-05-10,20:35,5,36,27,63
HT1255,RHO,DUS,2025-05-10,20:40,5,152,19,171
HT1028,LHR,TLS,2025-05-10,21:25,5,110,13,123
HT1385,BCN,TFN,2025-05-10,23:15,5,154,6,160
HT3704,TLS,LHR,2025-05-10,23:30,5,201,26,227
HT0928,TFN,LPA,2025-05-11,05:20,6,34,30,64
HT0922,LPA,TFN,2025-05-11,06:00,6,47,2,49
HT0928,TFN,LPA,2025-05-11,12:00,6,32,28,60
HT3677,TFN,BCN,2025-05-11,12:30,6,139,24,163
HT0922,LPA,TFN,2025-05-11,12:40,6,26,36,62
HT4540,DUS,RHO,2025-05-11,12:55,6,122,24,146
HT8069,MDA,CDG,2025-05-11,14:00,6,276,30,306
HT4125,CDG,MAD,2025-05-11,16:05,6,229,31,260
HT8069,MDA,CDG,2025-05-11,18:10,6,278,1,279
HT0928,TFN,LPA,2025-05-11,19:55,6,26,41,67
HT4125,CDG,MAD,2025-05-11,20:15,6,282,1,283
HT0922,LPA,TFN,2025-05-11,20:35,6,36,22,58
HT1255,RHO,DUS,2025-05-11,20:40,6,180,30,210
HT1385,BCN,TFN,2025-05-11,23:15,6,107,0,107
HT0928,TFN,LPA,2025-05-12,05:20,0,68,3,71
HT0922,LPA,TFN,2025-05-12,06:00,0,47,9,56
HT7636,OPO,FNC,2025-05-12,06:00,0,153,21,174
HT1650,FCO,CAG,2025-05-12,06:15,0,131,0,131
HT1234,LHR,DUB,2025-05-12,07:10,0,165,2,167
HT7614,CAG,FCO,2025-05-12,07:30,0,107,23,130
HT2087,MLA,FCO,2025-05-12,08:20,0,102,19,121
HT8601,DUB,LHR,2025-05-12,09:30,0,102,58,160
HT6578,PRG,MXP,2025-05-12,10:35,0,154,17,171
HT1517,FCO,MLA,2025-05-12,11:00,0,89,13,102
HT0928,TFN,LPA,2025-05-12,12:00,0,29,28,57
HT3245,MXP,PRG,2025-05-12,12:00,0,156,18,174
HT1234,LHR,DUB,2025-05-12,12:10,0,96,67,163
HT1650,FCO,CAG,2025-05-12,12:30,0,68,54,122
HT0922,LPA,TFN,2025-05-12,12:40,0,28,43,71
HT7614,CAG,FCO,2025-05-12,13:45,0,54,73,127
HT8601,DUB,LHR,2025-05-12,14:30,0,98,76,174
HT2087,MLA,FCO,2025-05-12,15:35,0,89,26,115
HT1650,FCO,CAG,2025-05-12,16:45,0,110,2,112
HT1234,LHR,DUB,2025-05-12,17:10,0,89,55,144
HT6578,PRG,MXP,2025-05-12,17:45,0,99,67,166
HT1517,FCO,MLA,2025-05-12,17:55,0,127,6,133
HT7614,CAG,FCO,2025-05-12,18:00,0,72,40,112
HT4447,FNC,OPO,2025-05-12,19:00,0,154,0,154
HT8601,DUB,LHR,2025-05-12,19:30,0,153,16,169
HT0928,TFN,LPA,2025-05-12,19:55,0,26,21,47
HT3245,MXP,PRG,2025-05-12,19:55,0,167,115,282
HT0922,LPA,TFN,2025-05-12,20:35,0,25,29,54
HT0928,TFN,LPA,2025-05-13,05:20,1,63,4,67
HT0922,LPA,TFN,2025-05-13,06:00,1,29,16,45
HT1234,LHR,DUB,2025-05-13,07:10,1,141,22,163
HT8601,DUB,LHR,2025-05-13,09:30,1,167,10,177
HT6578,PRG,MXP,2025-05-13,10:35,1,143,24,167
HT0928,TFN,LPA,2025-05-13,12:00,1,31,36,67
HT3245,MXP,PRG,2025-05-13,12:00,1,191,14,205
HT1234,LHR,DUB,2025-05-13,12:10,1,87,73,160
HT0922,LPA,TFN,2025-05-13,12:40,1,27,37,64
HT8069,MDA,CDG,2025-05-13,14:00,1,288,10,298
HT8601,DUB,LHR,2025-05-13,14:30,1,88,80,168
HT4125,CDG,MAD,2025-05-13,16:05,1,257,19,276
HT1234,LHR,DUB,2025-05-13,17:10,1,122,4,126
HT6578,PRG,MXP,2025-05-13,17:45,1,104,52,156
HT8069,MDA,CDG,2025-05-13,18:10,1,251,25,276
HT8601,DUB,LHR,2025-05-13,19:30,1,151,0,151
HT0928,TFN,LPA,2025-05-13,19:55,1,32,29,61
HT3245,MXP,PRG,2025-05-13,19:55,1,120,14,134
HT4125,CDG,MAD,2025-05-13,20:15,1,148,28,176
HT0922,LPA,TFN,2025-05-13,20:35,1,33,25,58
HT0928,TFN,LPA,2025-05-14,05:20,2,44,16,60
HT0922,LPA,TFN,2025-05-14,06:00,2,44,13,57
HT1650,FCO,CAG,2025-05-14,06:15,2,71,4,75
HT7614,CAG,FCO,2025-05-14,07:30,2,81,3,84
HT7132,MXP,SSH,2025-05-14,07:30,2,448,2,450
HT0928,TFN,LPA,2025-05-14,12:00,2,34,32,66
HT1650,FCO,CAG,2025-05-14,12:30,2,69,49,118
HT0922,LPA,TFN,2025-05-14,12:40,2,30,31,61
HT7614,CAG,FCO,2025-05-14,13:45,2,59,50,109
HT1650,FCO,CAG,2025-05-14,16:45,2,121,7,128
HT7614,CAG,FCO,2025-05-14,18:00,2,55,43,98
HT0928,TFN,LPA,2025-05-14,19:55,2,36,21,57
HT9943,SSH,MXP,2025-05-14,20:20,2,367,83,450
HT0922,LPA,TFN,2025-05-14,20:35,2,32,39,71
HT9072,PMI,RIX,2025-05-15,03:15,3,216,14,230
HT0928,TFN,LPA,2025-05-15,05:20,3,68,1,69
HT0922,LPA,TFN,2025-05-15,06:00,3,43,3,46
HT7636,OPO,FNC,2025-05-15,06:00,3,162,22,184
HT1234,LHR,DUB,2025-05-15,07:10,3,80,51,131
HT8601,DUB,LHR,2025-05-15,09:30,3,139,37,176
HT6578,PRG,MXP,2025-05-15,10:35,3,154,11,165
HT0928,TFN,LPA,2025-05-15,12:00,3,36,29,65
HT3245,MXP,PRG,2025-05-15,12:00,3,210,18,228
HT1234,LHR,DUB,2025-05-15,12:10,3,74,80,154
HT0922,LPA,TFN,2025-05-15,12:40,3,27,28,55
HT8069,MDA,CDG,2025-05-15,14:00,3,175,5,180
HT8601,DUB,LHR,2025-05-15,14:30,3,94,61,155
HT4125,CDG,MAD,2025-05-15,16:05,3,212,36,248
HT1234,LHR,DUB,2025-05-15,17:10,3,164,15,179
HT6578,PRG,MXP,2025-05-15,17:45,3,188,15,203
HT8069,MDA,CDG,2025-05-15,18:10,3,284,4,288
HT1839,RIX,PMI,2025-05-15,18:45,3,212,18,230
HT4447,FNC,OPO,2025-05-15,19:00,3,138,5,143
HT8601,DUB,LHR,2025-05-15,19:30,3,114,9,123
HT0928,TFN,LPA,2025-05-15,19:55,3,35,21,56
HT3245,MXP,PRG,2025-05-15,19:55,3,258,27,285
HT4125,CDG,MAD,2025-05-15,20:15,3,117,77,194
HT0922,LPA,TFN,2025-05-15,20:35,3,37,32,69
HT4505,BUD,KEF,2025-05-16,04:00,4,141,34,175
HT4858,LPL,LCA,2025-05-16,04:30,4,341,31,372
HT0928,TFN,LPA,2025-05-16,05:20,4,51,5,56
HT0922,LPA,TFN,2025-05-16,06:00,4,51,14,65
HT1650,FCO,CAG,2025-05-16,06:15,4,67,0,67
HT1234,LHR,DUB,2025-05-16,07:10,4,171,5,176
HT7614,CAG,FCO,2025-05-16,07:30,4,114,3,117
HT2087,MLA,FCO,2025-05-16,08:20,4,89,1,90
HT8601,DUB,LHR,2025-05-16,09:30,4,137,26,163
HT1517,FCO,MLA,2025-05-16,11:00,4,118,8,126
HT0928,TFN,LPA,2025-05-16,12:00,4,33,37,70
HT1234,LHR,DUB,2025-05-16,12:10,4,79,79,158
HT1650,FCO,CAG,2025-05-16,12:30,4,49,55,104
HT3677,TFN,BCN,2025-05-16,12:30,4,98,13,111
HT0922,LPA,TFN,2025-05-16,12:40,4,34,27,61
HT7614,CAG,FCO,2025-05-16,13:45,4,72,46,118
HT8069,MDA,CDG,2025-05-16,14:00,4,122,25,147
HT8601,DUB,LHR,2025-05-16,14:30,4,84,95,179
HT5089,LCA,LPL,2025-05-16,15:05,4,280,8,288
HT2087,MLA,FCO,2025-05-16,15:35,4,105,30,135
HT4125,CDG,MAD,2025-05-16,16:05,4,134,18,152
HT1650,FCO,CAG,2025-05-16,16:45,4,92,25,117
HT1234,LHR,DUB,2025-05-16,17:10,4,118,4,122
HT5996,KEF,BUD,2025-05-16,17:50,4,166,9,175
HT1517,FCO,MLA,2025-05-16,17:55,4,115,9,124
HT7614,CAG,FCO,2025-05-16,18:00,4,69,7,76
HT8069,MDA,CDG,2025-05-16,18:10,4,268,19,287
HT1028,LHR,TLS,2025-05-16,18:10,4,211,2,213
HT3704,TLS,LHR,2025-05-16,19:25,4,157,7,164
HT8601,DUB,LHR,2025-05-16,19:30,4,132,32,164
HT0928,TFN,LPA,2025-05-16,19:55,4,28,22,50
HT4125,CDG,MAD,2025-05-16,20:15,4,150,45,195
HT0922,LPA,TFN,2025-05-16,20:35,4,37,21,58
HT1028,LHR,TLS,2025-05-16,21:25,4,196,14,210
HT1385,BCN,TFN,2025-05-16,23:15,4,154,2,156
HT3704,TLS,LHR,2025-05-16,23:30,4,120,1,121
HT0928,TFN,LPA,2025-05-17,05:20,5,66,4,70
HT0922,LPA,TFN,2025-05-17,06:00,5,38,17,55
HT1650,FCO,CAG,2025-05-17,06:15,5,118,5,123
HT1234,LHR,DUB,2025-05-17,07:10,5,167,6,173
HT7614,CAG,FCO,2025-05-17,07:30,5,112,18,130
HT7132,MXP,SSH,2025-05-17,07:30,5,420,30,450
HT2087,MLA,FCO,2025-05-17,08:20,5,127,17,144
HT8601,DUB,LHR,2025-05-17,09:30,5,175,1,176
HT1517,FCO,MLA,2025-05-17,11:00,5,76,18,94
HT0928,TFN,LPA,2025-05-17,12:00,5,36,34,70
HT1234,LHR,DUB,2025-05-17,12:10,5,66,100,166
HT1650,FCO,CAG,2025-05-17,12:30,5,54,67,121
HT3677,TFN,BCN,2025-05-17,12:30,5,161,1,162
HT0922,LPA,TFN,2025-05-17,12:40,5,33,30,63
HT4540,DUS,RHO,2025-05-17,12:55,5,172,4,176
HT7614,CAG,FCO,2025-05-17,13:45,5,67,48,115
HT8601,DUB,LHR,2025-05-17,14:30,5,85,85,170
HT2087,MLA,FCO,2025-05-17,15:35,5,129,6,135
HT1650,FCO,CAG,2025-05-17,16:45,5,114,18,132
HT1234,LHR,DUB,2025-05-17,17:10,5,126,12,138
HT1517,FCO,MLA,2025-05-17,17:55,5,71,35,106
HT7614,CAG,FCO,2025-05-17,18:00,5,82,47,129
HT1028,LHR,TLS,2025-05-17,18:10,5,148,1,149
HT3704,TLS,LHR,2025-05-17,19:25,5,160,49,209
HT8601,DUB,LHR,2025-05-17,19:30,5,148,3,151
HT0928,TFN,LPA,2025-05-17,19:55,5,33,25,58
HT9943,SSH,MXP,2025-05-17,20:20,5,419,31,450
HT0922,LPA,TFN,2025-05-17,20:35,5,31,34,65
HT1255,RHO,DUS,2025-05-17,20:40,5,172,0,172
HT1028,LHR,TLS,2025-05-17,21:25,5,118,6,124
HT1385,BCN,TFN,2025-05-17,23:15,5,104,12,116
HT3704,TLS,LHR,2025-05-17,23:30,5,171,9,180
HT0928,TFN,LPA,2025-05-18,05:20,6,56,13,69
HT0922,LPA,TFN,2025-05-18,06:00,6,62,3,65
HT0928,TFN,LPA,2025-05-18,12:00,6,30,21,51
HT3677,TFN,BCN,2025-05-18,12:30,6,149,21,170
HT0922,LPA,TFN,2025-05-18,12:40,6,32,26,58
HT4540,DUS,RHO,2025-05-18,12:55,6,214,15,229
HT8069,MDA,CDG,2025-05-18,14:00,6,265,2,267
HT4125,CDG,MAD,2025-05-18,16:05,6,170,20,190
HT8069,MDA,CDG,2025-05-18,18:10,6,289,0,289
HT0928,TFN,LPA,2025-05-18,19:55,6,38,33,71
HT4125,CDG,MAD,2025-05-18,20:15,6,171,22,193
HT0922,LPA,TFN,2025-05-18,20:35,6,38,32,70
HT1255,RHO,DUS,2025-05-18,20:40,6,121,14,135
HT1385,BCN,TFN,2025-05-18,23:15,6,160,24,184
HT0928,TFN,LPA,2025-05-19,05:20,0,57,4,61
HT0922,LPA,TFN,2025-05-19,06:00,0,56,3,59
HT7636,OPO,FNC,2025-05-19,06:00,0,106,9,115
HT1650,FCO,CAG,2025-05-19,06:15,0,131,3,134
HT1234,LHR,DUB,2025-05-19,07:10,0,155,16,171
HT7614,CAG,FCO,2025-05-19,07:30,0,101,5,106
HT2087,MLA,FCO,2025-05-19,08:20,0,116,7,123
HT8601,DUB,LHR,2025-05-19,09:30,0,166,12,178
HT6578,PRG,MXP,2025-05-19,10:35,0,218,21,239
HT1517,FCO,MLA,2025-05-19,11:00,0,87,9,96
HT0928,TFN,LPA,2025-05-19,12:00,0,33,22,55
HT3245,MXP,PRG,2025-05-19,12:00,0,121,42,163
HT1234,LHR,DUB,2025-05-19,12:10,0,64,101,165
HT1650,FCO,CAG,2025-05-19,12:30,0,49,42,91
HT0922,LPA,TFN,2025-05-19,12:40,0,28,37,65
HT7614,CAG,FCO,2025-05-19,13:45,0,73,44,117
HT8601,DUB,LHR,2025-05-19,14:30,0,85,54,139
HT2087,MLA,FCO,2025-05-19,15:35,0,95,25,120
HT1650,FCO,CAG,2025-05-19,16:45,0,79,29,108
HT1234,LHR,DUB,2025-05-19,17:10,0,171,0,171
HT6578,PRG,MXP,2025-05-19,17:45,0,152,55,207
HT1517,FCO,MLA,2025-05-19,17:55,0,101,34,135
HT7614,CAG,FCO,2025-05-19,18:00,0,101,18,119
HT4447,FNC,OPO,2025-05-19,19:00,0,131,16,147
HT8601,DUB,LHR,2025-05-19,19:30,0,150,1,151
HT0928,TFN,LPA,2025-05-19,19:55,0,36,35,71
HT3245,MXP,PRG,2025-05-19,19:55,0,157,72,229
HT0922,LPA,TFN,2025-05-19,20:35,0,26,34,60
HT0928,TFN,LPA,2025-05-20,05:20,1,60,1,61
HT0922,LPA,TFN,2025-05-20,06:00,1,59,0,59
HT1234,LHR,DUB,2025-05-20,07:10,1,170,1,171
HT8601,DUB,LHR,2025-05-20,09:30,1,147,22,169
HT6578,PRG,MXP,2025-05-20,10:35,1,203,26,229
HT0928,TFN,LPA,2025-05-20,12:00,1,28,27,55
HT3245,MXP,PRG,2025-05-20,12:00,1,146,11,157
HT1234,LHR,DUB,2025-05-20,12:10,1,67,86,153
HT0922,LPA,TFN,2025-05-20,12:40,1,25,21,46
HT8069,MDA,CDG,2025-05-20,14:00,1,176,16,192
HT8601,DUB,LHR,2025-05-20,14:30,1,64,112,176
HT4125,CDG,MAD,2025-05-20,16:05,1,143,15,158
HT1234,LHR,DUB,2025-05-20,17:10,1,125,44,169
HT6578,PRG,MXP,2025-05-20,17:45,1,202,10,212
HT8069,MDA,CDG,2025-05-20,18:10,1,148,12,160
HT8601,DUB,LHR,2025-05-20,19:30,1,136,35,171
HT0928,TFN,LPA,2025-05-20,19:55,1,31,30,61
HT3245,MXP,PRG,2025-05-20,19:55,1,256,15,271
HT4125,CDG,MAD,2025-05-20,20:15,1,248,28,276
HT0922,LPA,TFN,2025-05-20,20:35,1,36,33,69
HT0928,TFN,LPA,2025-05-21,05:20,2,45,22,67
HT0922,LPA,TFN,2025-05-21,06:00,2,63,4,67
HT1650,FCO,CAG,2025-05-21,06:15,2,130,0,130
HT7614,CAG,FCO,2025-05-21,07:30,2,98,7,105
HT7132,MXP,SSH,2025-05-21,07:30,2,381,69,450
HT0928,TFN,LPA,2025-05-21,12:00,2,28,37,65
HT1650,FCO,CAG,2025-05-21,12:30,2,73,59,132
HT0922,LPA,TFN,2025-05-21,12:40,2,33,32,65
HT7614,CAG,FCO,2025-05-21,13:45,2,71,64,135
HT1650,FCO,CAG,2025-05-21,16:45,2,74,44,118
HT7614,CAG,FCO,2025-05-21,18:00,2,103,27,130
HT0928,TFN,LPA,2025-05-21,19:55,2,32,36,68
HT9943,SSH,MXP,2025-05-21,20:20,2,384,66,450
HT0922,LPA,TFN,2025-05-21,20:35,2,30,24,54
HT9072,PMI,RIX,2025-05-22,03:15,3,222,8,230
HT0928,TFN,LPA,2025-05-22,05:20,3,43,26,69
HT0922,LPA,TFN,2025-05-22,06:00,3,64,1,65
HT7636,OPO,FNC,2025-05-22,06:00,3,108,22,130
HT1234,LHR,DUB,2025-05-22,07:10,3,109,41,150
HT8601,DUB,LHR,2025-05-22,09:30,3,148,5,153
HT6578,PRG,MXP,2025-05-22,10:35,3,117,5,122
HT0928,TFN,LPA,2025-05-22,12:00,3,28,24,52
HT3245,MXP,PRG,2025-05-22,12:00,3,218,9,227
HT1234,LHR,DUB,2025-05-22,12:10,3,66,92,158
HT0922,LPA,TFN,2025-05-22,12:40,3,33,22,55
HT8069,MDA,CDG,2025-05-22,14:00,3,145,13,158
HT8601,DUB,LHR,2025-05-22,14:30,3,63,95,158
HT4125,CDG,MAD,2025-05-22,16:05,3,177,5,182
HT1234,LHR,DUB,2025-05-22,17:10,3,75,76,151
HT6578,PRG,MXP,2025-05-22,17:45,3,179,42,221
HT8069,MDA,CDG,2025-05-22,18:10,3,181,98,279
HT1839,RIX,PMI,2025-05-22,18:45,3,194,36,230
HT4447,FNC,OPO,2025-05-22,19:00,3,105,17,122
HT8601,DUB,LHR,2025-05-22,19:30,3,162,5,167
HT0928,TFN,LPA,2025-05-22,19:55,3,37,30,67
HT3245,MXP,PRG,2025-05-22,19:55,3,211,16,227
HT4125,CDG,MAD,2025-05-22,20:15,3,208,52,260
HT0922,LPA,TFN,2025-05-22,20:35,3,25,34,59
HT4505,BUD,KEF,2025-05-23,04:00,4,165,10,175
HT4858,LPL,LCA,2025-05-23,04:30,4,198,31,229
HT0928,TFN,LPA,2025-05-23,05:20,4,65,4,69
HT0922,LPA,TFN,2025-05-23,06:00,4,67,4,71
HT1650,FCO,CAG,2025-05-23,06:15,4,128,1,129
HT1234,LHR,DUB,2025-05-23,07:10,4,100,73,173
HT7614,CAG,FCO,2025-05-23,07:30,4,101,23,124
HT2087,MLA,FCO,2025-05-23,08:20,4,67,17,84
HT8601,DUB,LHR,2025-05-23,09:30,4,104,11,115
HT1517,FCO,MLA,2025-05-23,11:00,4,67,2,69
HT0928,TFN,LPA,2025-05-23,12:00,4,32,34,66
HT1234,LHR,DUB,2025-05-23,12:10,4,91,68,159
HT1650,FCO,CAG,2025-05-23,12:30,4,51,78,129
HT3677,TFN,BCN,2025-05-23,12:30,4,94,3,97
HT0922,LPA,TFN,2025-05-23,12:40,4,36,33,69
HT7614,CAG,FCO,2025-05-23,13:45,4,60,62,122
HT8069,MDA,CDG,2025-05-23,14:00,4,224,0,224
HT8601,DUB,LHR,2025-05-23,14:30,4,73,96,169
HT5089,LCA,LPL,2025-05-23,15:05,4,173,49,222
HT2087,MLA,FCO,2025-05-23,15:35,4,58,41,99
HT4125,CDG,MAD,2025-05-23,16:05,4,280,24,304
HT1650,FCO,CAG,2025-05-23,16:45,4,132,0,132
HT1234,LHR,DUB,2025-05-23,17:10,4,147,0,147
HT5996,KEF,BUD,2025-05-23,17:50,4,149,26,175
HT1517,FCO,MLA,2025-05-23,17:55,4,69,0,69
HT7614,CAG,FCO,2025-05-23,18:00,4,128,0,128
HT8069,MDA,CDG,2025-05-23,18:10,4,243,26,269
HT1028,LHR,TLS,2025-05-23,18:10,4,95,20,115
HT3704,TLS,LHR,2025-05-23,19:25,4,113,97,210
HT8601,DUB,LHR,2025-05-23,19:30,4,72,18,90
HT0928,TFN,LPA,2025-05-23,19:55,4,30,36,66
HT4125,CDG,MAD,2025-05-23,20:15,4,235,37,272
HT0922,LPA,TFN,2025-05-23,20:35,4,38,30,68
HT1028,LHR,TLS,2025-05-23,21:25,4,115,22,137
HT1385,BCN,TFN,2025-05-23,23:15,4,150,17,167
HT3704,TLS,LHR,2025-05-23,23:30,4,212,28,240
HT0928,TFN,LPA,2025-05-24,05:20,5,39,16,55
HT0922,LPA,TFN,2025-05-24,06:00,5,34,27,61
HT1650,FCO,CAG,2025-05-24,06:15,5,131,2,133
HT1234,LHR,DUB,2025-05-24,07:10,5,92,40,132
HT7614,CAG,FCO,2025-05-24,07:30,5,64,51,115
HT7132,MXP,SSH,2025-05-24,07:30,5,401,49,450
HT2087,MLA,FCO,2025-05-24,08:20,5,81,9,90
HT8601,DUB,LHR,2025-05-24,09:30,5,78,28,106
HT1517,FCO,MLA,2025-05-24,11:00,5,106,5,111
HT0928,TFN,LPA,2025-05-24,12:00,5,35,23,58
HT1234,LHR,DUB,2025-05-24,12:10,5,96,70,166
HT1650,FCO,CAG,2025-05-24,12:30,5,50,44,94
HT3677,TFN,BCN,2025-05-24,12:30,5,128,0,128
HT0922,LPA,TFN,2025-05-24,12:40,5,33,24,57
HT4540,DUS,RHO,2025-05-24,12:55,5,180,23,203
HT7614,CAG,FCO,2025-05-24,13:45,5,72,60,132
HT8601,DUB,LHR,2025-05-24,14:30,5,63,60,123
HT2087,MLA,FCO,2025-05-24,15:35,5,114,9,123
HT1650,FCO,CAG,2025-05-24,16:45,5,59,5,64
HT1234,LHR,DUB,2025-05-24,17:10,5,86,26,112
HT1517,FCO,MLA,2025-05-24,17:55,5,83,16,99
HT7614,CAG,FCO,2025-05-24,18:00,5,117,14,131
HT1028,LHR,TLS,2025-05-24,18:10,5,146,55,201
HT3704,TLS,LHR,2025-05-24,19:25,5,108,73,181
HT8601,DUB,LHR,2025-05-24,19:30,5,122,44,166
HT0928,TFN,LPA,2025-05-24,19:55,5,32,38,70
HT9943,SSH,MXP,2025-05-24,20:20,5,419,31,450
HT0922,LPA,TFN,2025-05-24,20:35,5,29,28,57
HT1255,RHO,DUS,2025-05-24,20:40,5,106,31,137
HT1028,LHR,TLS,2025-05-24,21:25,5,132,2,134
HT1385,BCN,TFN,2025-05-24,23:15,5,165,0,165
HT3704,TLS,LHR,2025-05-24,23:30,5,202,9,211
HT0928,TFN,LPA,2025-05-25,05:20,6,46,11,57
HT0922,LPA,TFN,2025-05-25,06:00,6,64,5,69
HT0928,TFN,LPA,2025-05-25,12:00,6,27,32,59
HT3677,TFN,BCN,2025-05-25,12:30,6,120,5,125
HT0922,LPA,TFN,2025-05-25,12:40,6,27,37,64
HT4540,DUS,RHO,2025-05-25,12:55,6,192,17,209
HT8069,MDA,CDG,2025-05-25,14:00,6,142,30,172
HT4125,CDG,MAD,2025-05-25,16:05,6,235,21,256
HT8069,MDA,CDG,2025-05-25,18:10,6,267,3,270
HT0928,TFN,LPA,2025-05-25,19:55,6,26,40,66
HT4125,CDG,MAD,2025-05-25,20:15,6,149,31,180
HT0922,LPA,TFN,2025-05-25,20:35,6,38,27,65
